Jumlah Kamar Tidur,Jumlah Kamar Mandi,Luas Tanah,Luas Bangunan,Car Port
0.7948585114203323,-0.4565664938966786,0.8990134061935411,-0.027910589053854375,-1.2452666659332452
-0.31842955656288546,0.4605714631413862,-0.03649700757342502,0.559141065902073,-1.2452666659332452
-0.31842955656288546,-0.4565664938966786,-0.9543562814579956,-0.9084880714877455,0.03926516514203921
-0.31842955656288546,-0.4565664938966786,-0.2836129659269632,-0.027910589053854375,-1.2452666659332452
1.90814657940355,-0.4565664938966786,0.40478148948646464,0.32432040391970207,-1.2452666659332452
-1.4317176245461032,-1.3737044509347434,-1.4309370582826764,-0.9084880714877455,0.03926516514203921
-1.4317176245461032,-1.3737044509347434,-0.8661005820460176,-1.2020138989657092,-1.2452666659332452
0.7948585114203323,0.4605714631413862,0.40478148948646464,1.2929556345969822,-1.2452666659332452
1.90814657940355,2.2948473772175157,1.0402225252527058,1.6451866275705387,0.03926516514203921
0.7948585114203323,1.377709420179451,1.7286169806661336,0.8526668933800368,1.3237969962173237
-1.4317176245461032,-1.3737044509347434,-1.5015416178122587,-1.2020138989657092,0.03926516514203921
-0.31842955656288546,0.4605714631413862,-0.7601937427516441,-0.42417045614910537,-1.2452666659332452
-1.4317176245461032,-0.4565664938966786,0.5106883287808381,-0.8351066146182545,0.03926516514203921
-1.4317176245461032,-1.3737044509347434,-1.0779142606347647,-1.2460427730874037,-1.2452666659332452
0.7948585114203323,1.377709420179451,1.3579430431358264,3.0541105994647646,1.3237969962173237
0.7948585114203323,0.4605714631413862,1.0402225252527058,1.425042256962066,0.03926516514203921
-0.31842955656288546,-0.4565664938966786,-0.33656638557415,0.9994298071190185,0.03926516514203921
-0.31842955656288546,0.4605714631413862,1.163780504429475,0.559141065902073,1.3237969962173237
0.7948585114203323,-0.4565664938966786,-0.44247322486852353,-0.38014158202741083,-1.2452666659332452
1.90814657940355,2.2948473772175157,-0.03649700757342502,1.1461927208580005,1.3237969962173237
-0.31842955656288546,0.4605714631413862,-0.4601243647509191,-0.38014158202741083,-1.2452666659332452
0.7948585114203323,1.377709420179451,-0.01884586769102943,-0.027910589053854375,1.3237969962173237
-0.31842955656288546,-0.4565664938966786,-0.1600549867501941,0.11885232468512748,-1.2452666659332452
0.7948585114203323,-0.4565664938966786,1.6580124211365512,3.8613066250291648,-1.2452666659332452
0.7948585114203323,1.377709420179451,0.4224326293688602,0.632522522771564,1.3237969962173237
1.90814657940355,-0.4565664938966786,0.5106883287808381,-1.0699272766006256,-1.2452666659332452
-1.4317176245461032,-1.3737044509347434,-1.0779142606347647,-1.2020138989657092,-1.2452666659332452
-0.31842955656288546,0.4605714631413862,-0.2836129659269632,-0.4681993302707999,1.3237969962173237
0.7948585114203323,1.377709420179451,1.3579430431358264,0.5884936486498694,1.3237969962173237
0.7948585114203323,-0.4565664938966786,-0.8661005820460176,-0.7030199922531709,-1.2452666659332452
-1.4317176245461032,-1.3737044509347434,-0.6542869034572706,-0.9084880714877455,0.03926516514203921
-0.31842955656288546,-1.3737044509347434,-0.01884586769102943,-0.5415807871402909,0.03926516514203921
1.90814657940355,0.4605714631413862,1.7462681205485293,1.1461927208580005,-1.2452666659332452
-0.31842955656288546,-0.4565664938966786,-0.7601937427516441,-0.8644591973660509,1.3237969962173237
-1.4317176245461032,-1.3737044509347434,-0.8661005820460176,-1.1726613162179127,0.03926516514203921
-1.4317176245461032,-1.3737044509347434,-0.7601937427516441,-1.0846035679745236,-1.2452666659332452
-0.31842955656288546,-0.4565664938966786,-0.8131471623988308,-0.7617251577487636,0.03926516514203921
-0.31842955656288546,1.377709420179451,0.5283394686632338,0.8379906020061385,0.03926516514203921
0.7948585114203323,0.4605714631413862,0.3341769299568823,0.41237815216309115,0.03926516514203921
0.7948585114203323,0.4605714631413862,2.681778534315495,2.7899373547345974,0.03926516514203921
0.7948585114203323,0.4605714631413862,-0.17770612663258972,-0.15999721141893805,0.03926516514203921
-0.31842955656288546,-1.3737044509347434,-0.24831068616217206,-0.4975519130185963,-1.2452666659332452
-1.4317176245461032,-1.3737044509347434,-0.6895891832220618,-0.26273125103622536,-1.2452666659332452
-0.31842955656288546,1.377709420179451,-0.1600549867501941,0.7352565623888513,1.3237969962173237
-0.31842955656288546,-1.3737044509347434,1.0402225252527058,0.41237815216309115,-1.2452666659332452
0.7948585114203323,0.4605714631413862,0.08706097160334408,1.4984237138315568,0.03926516514203921
1.90814657940355,2.2948473772175157,0.7225020073695853,1.1461927208580005,1.3237969962173237
-0.31842955656288546,-0.4565664938966786,-1.0779142606347647,-0.027910589053854375,-1.2452666659332452
-0.31842955656288546,-0.4565664938966786,1.8345238199605072,0.8526668933800368,-1.2452666659332452
1.90814657940355,3.2119853342555804,2.099290918196441,1.586481462074946,1.3237969962173237
1.90814657940355,2.2948473772175157,1.4461987425478042,0.8526668933800368,1.3237969962173237
-0.31842955656288546,-1.3737044509347434,-0.7601937427516441,-1.0552509852267273,0.03926516514203921
