0,1,2,3,4
0.7948585114203323,-0.4565664938966786,-0.027910589053854375,0.8990134061935411,-1.2452666659332452
-0.31842955656288546,0.4605714631413862,0.559141065902073,-0.03649700757342502,-1.2452666659332452
-0.31842955656288546,-0.4565664938966786,-0.9084880714877455,-0.9543562814579956,0.03926516514203921
-0.31842955656288546,-0.4565664938966786,-0.027910589053854375,-0.2836129659269632,-1.2452666659332452
1.90814657940355,-0.4565664938966786,0.32432040391970207,0.40478148948646464,-1.2452666659332452
-1.4317176245461032,-1.3737044509347434,-0.9084880714877455,-1.4309370582826764,0.03926516514203921
-1.4317176245461032,-1.3737044509347434,-1.2020138989657092,-0.8661005820460176,-1.2452666659332452
0.7948585114203323,0.4605714631413862,1.2929556345969822,0.40478148948646464,-1.2452666659332452
1.90814657940355,2.2948473772175157,1.6451866275705387,1.0402225252527058,0.03926516514203921
0.7948585114203323,1.377709420179451,0.8526668933800368,1.7286169806661336,1.3237969962173237
-1.4317176245461032,-1.3737044509347434,-1.2020138989657092,-1.5015416178122587,0.03926516514203921
-0.31842955656288546,0.4605714631413862,-0.42417045614910537,-0.7601937427516441,-1.2452666659332452
-1.4317176245461032,-0.4565664938966786,-0.8351066146182545,0.5106883287808381,0.03926516514203921
-1.4317176245461032,-1.3737044509347434,-1.2460427730874037,-1.0779142606347647,-1.2452666659332452
0.7948585114203323,1.377709420179451,3.0541105994647646,1.3579430431358264,1.3237969962173237
0.7948585114203323,0.4605714631413862,1.425042256962066,1.0402225252527058,0.03926516514203921
-0.31842955656288546,-0.4565664938966786,0.9994298071190185,-0.33656638557415,0.03926516514203921
-0.31842955656288546,0.4605714631413862,0.559141065902073,1.163780504429475,1.3237969962173237
0.7948585114203323,-0.4565664938966786,-0.38014158202741083,-0.44247322486852353,-1.2452666659332452
1.90814657940355,2.2948473772175157,1.1461927208580005,-0.03649700757342502,1.3237969962173237
-0.31842955656288546,0.4605714631413862,-0.38014158202741083,-0.4601243647509191,-1.2452666659332452
0.7948585114203323,1.377709420179451,-0.027910589053854375,-0.01884586769102943,1.3237969962173237
-0.31842955656288546,-0.4565664938966786,0.11885232468512748,-0.1600549867501941,-1.2452666659332452
0.7948585114203323,-0.4565664938966786,3.8613066250291648,1.6580124211365512,-1.2452666659332452
0.7948585114203323,1.377709420179451,0.632522522771564,0.4224326293688602,1.3237969962173237
